"1995-1996 County To County Migration Inflows",,,,,,Indiana,,,,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,,,,
,,,,,,,,,,,
"Migration Into",,"Migration From",,,,Number,Number,Aggregate,,,
18,155,59,000,DS,"Other Flows - Diff State",67,124,1503,,,
18,157,96,000,IN,"Tippecanoe Coun Tot Mig-US & For",4405,7658,110043,,,
18,157,97,000,IN,"Tippecanoe Coun Tot Mig-US",3917,7081,106175,,,
18,157,97,001,IN,"Tippecanoe Coun Tot Mig-Same St",2146,3687,52614,,,
18,157,97,003,IN,"Tippecanoe Coun Tot Mig-Diff St",1771,3394,53561,,,
18,157,98,000,IN,"Tippecanoe Coun Tot Mig-Foreign",488,577,3868,,,
18,157,18,157,IN,"Tippecanoe Coun Non-Migrants",41896,91988,1772436,,,
18,157,18,097,IN,"Marion County",189,282,4899,,,
18,157,18,181,IN,"White County",184,337,3933,,,
18,157,18,023,IN,"Clinton County",168,329,4394,,,
18,157,18,015,IN,"Carroll County",158,315,4544,,,
18,157,18,007,IN,"Benton County",117,241,3505,,,
18,157,18,089,IN,"Lake County",103,151,1920,,,
18,157,18,107,IN,"Montgomery County",93,145,2010,,,
18,157,17,031,IL,"Cook County",87,139,1883,,,
18,157,18,067,IN,"Howard County",71,118,1635,,,
18,157,18,073,IN,"Jasper County",58,122,1204,,,
18,157,18,045,IN,"Fountain County",55,107,1317,,,
18,157,18,171,IN,"Warren County",52,91,1141,,,
18,157,18,003,IN,"Allen County",51,74,1203,,,
18,157,18,141,IN,"St Joseph County",47,67,1314,,,
18,157,18,127,IN,"Porter County",40,57,733,,,
18,157,18,057,IN,"Hamilton County",37,72,1630,,,
18,157,18,063,IN,"Hendricks County",35,55,689,,,
18,157,18,011,IN,"Boone County",34,72,1504,,,
18,157,18,111,IN,"Newton County",34,65,756,,,
18,157,06,037,CA,"Los Angeles County",33,77,647,,,
18,157,18,095,IN,"Madison County",33,54,763,,,
18,157,18,017,IN,"Cass County",32,54,765,,,
18,157,18,091,IN,"La Porte County",32,46,558,,,
18,157,18,035,IN,"Delaware County",30,44,638,,,
18,157,18,081,IN,"Johnson County",29,58,885,,,
18,157,18,167,IN,"Vigo County",29,49,634,,,
18,157,18,053,IN,"Grant County",26,50,697,,,
18,157,18,105,IN,"Monroe County",26,39,687,,,
18,157,57,005,FR,"Foreign - APO/FPO ZIPs",25,51,588,,,
18,157,06,073,CA,"San Diego County",23,48,657,,,
18,157,18,103,IN,"Miami County",23,30,446,,,
18,157,17,183,IL,"Vermilion County",22,38,491,,,
18,157,06,059,CA,"Orange County",21,48,386,,,
18,157,18,039,IN,"Elkhart County",20,32,390,,,
18,157,42,003,PA,"Allegheny County",20,35,698,,,
18,157,17,043,IL,"Du Page County",18,29,602,,,
18,157,18,131,IN,"Pulaski County",17,25,350,,,
18,157,21,111,KY,"Jefferson County",17,33,645,,,
18,157,29,189,MO,"St Louis County",17,31,519,,,
18,157,48,201,TX,"Harris County",17,34,668,,,
18,157,17,115,IL,"Macon County",15,29,937,,,
18,157,18,149,IN,"Starke County",15,19,181,,,
18,157,39,061,OH,"Hamilton County",15,22,424,,,
18,157,18,059,IN,"Hancock County",14,22,341,,,
18,157,18,163,IN,"Vanderburgh County",14,19,320,,,
18,157,04,013,AZ,"Maricopa County",13,20,229,,,
18,157,18,085,IN,"Kosciusko County",13,20,206,,,
18,157,18,169,IN,"Wabash County",13,20,230,,,
18,157,18,173,IN,"Warrick County",12,25,427,,,
18,157,26,065,MI,"Ingham County",12,17,274,,,
18,157,04,019,AZ,"Pima County",11,25,282,,,
18,157,12,011,FL,"Broward County",11,20,317,,,
18,157,12,071,FL,"Lee County",11,23,278,,,
18,157,17,019,IL,"Champaign County",11,22,458,,,
18,157,18,083,IN,"Knox County",11,22,137,,,
18,157,18,177,IN,"Wayne County",11,22,303,,,
18,157,06,085,CA,"Santa Clara County",10,14,269,,,
18,157,12,025,FL,"Dade County",10,18,350,,,
18,157,18,005,IN,"Bartholomew County",10,20,483,,,
18,157,18,065,IN,"Henry County",10,14,350,,,
18,157,18,165,IN,"Vermillion County",10,11,176,,,
18,157,39,113,OH,"Montgomery County",10,19,217,,,
18,157,48,439,TX,"Tarrant County",10,15,211,,,
18,157,51,059,VA,"Fairfax County",10,15,364,,,
18,157,58,000,SS,"Other Flows - Same State",190,292,4317,,,
18,157,59,000,DS,"Other Flows - Diff State",1347,2623,41754,,,
18,157,59,001,DS,"Other Flows - Northeast",189,335,5338,,,
18,157,59,003,DS,"Other Flows - Midwest",455,935,15371,,,
18,157,59,005,DS,"Other Flows - South",501,932,15625,,,
18,157,59,007,DS,"Other Flows - West",202,421,5420,,,
18,157,57,009,FR,"Foreign - Other flows",463,526,3280,,,
18,159,96,000,IN,"Tipton County Tot Mig-US & For",358,785,11778,,,
18,159,97,000,IN,"Tipton County Tot Mig-US",358,785,11778,,,
18,159,97,001,IN,"Tipton County Tot Mig-Same St",274,573,8331,,,
18,159,97,003,IN,"Tipton County Tot Mig-Diff St",84,212,3447,,,
18,159,18,159,IN,"Tipton County Non-Migrants",5384,12437,215623,,,
18,159,18,067,IN,"Howard County",103,233,3988,,,
18,159,18,057,IN,"Hamilton County",52,108,1454,,,
18,159,18,097,IN,"Marion County",30,54,758,,,
18,159,18,095,IN,"Madison County",28,56,607,,,
18,159,58,000,SS,"Other Flows - Same State",61,122,1525,,,
18,159,59,000,DS,"Other Flows - Diff State",84,212,3447,,,
18,161,96,000,IN,"Union County Tot Mig-US & For",126,286,2686,,,
18,161,97,000,IN,"Union County Tot Mig-US",126,286,2686,,,
18,161,97,001,IN,"Union County Tot Mig-Same St",88,211,1979,,,
18,161,97,003,IN,"Union County Tot Mig-Diff St",38,75,707,,,
18,161,18,161,IN,"Union County Non-Migrants",1703,4050,60923,,,
18,161,18,177,IN,"Wayne County",42,103,1049,,,
18,161,18,047,IN,"Franklin County",19,43,429,,,
18,161,18,041,IN,"Fayette County",15,28,186,,,
18,161,39,017,OH,"Butler County",14,26,163,,,
18,161,58,000,SS,"Other Flows - Same State",12,37,314,,,
18,161,59,000,DS,"Other Flows - Diff State",24,49,544,,,
18,163,96,000,IN,"Vanderburgh Cou Tot Mig-US & For",3512,6402,100914,,,
18,163,97,000,IN,"Vanderburgh Cou Tot Mig-US",3466,6327,99575,,,
18,163,97,001,IN,"Vanderburgh Cou Tot Mig-Same St",1725,3085,43114,,,
18,163,97,003,IN,"Vanderburgh Cou Tot Mig-Diff St",1741,3242,56461,,,
18,163,98,000,IN,"Vanderburgh Cou Tot Mig-Foreign",46,75,1339,,,
18,163,18,163,IN,"Vanderburgh Cou Non-Migrants",59683,127128,2280516,,,
18,163,18,173,IN,"Warrick County",662,1192,16904,,,
18,163,18,129,IN,"Posey County",287,550,6648,,,
18,163,18,051,IN,"Gibson County",153,285,4188,,,
18,163,21,101,KY,"Henderson County",137,259,3296,,,
18,163,18,097,IN,"Marion County",95,162,2383,,,
18,163,18,147,IN,"Spencer County",59,94,1326,,,
18,163,21,059,KY,"Daviess County",51,81,994,,,
18,163,18,037,IN,"Dubois County",48,78,1129,,,
18,163,18,083,IN,"Knox County",40,66,840,,,
18,163,18,105,IN,"Monroe County",38,52,997,,,
18,163,17,031,IL,"Cook County",35,54,930,,,
18,163,21,111,KY,"Jefferson County",31,51,1731,,,
18,163,29,189,MO,"St Louis County",30,46,1002,,,
18,163,47,037,TN,"Davidson County",27,54,659,,,
18,163,17,185,IL,"Wabash County",25,35,536,,,
18,163,18,125,IN,"Pike County",24,44,392,,,
18,163,21,107,KY,"Hopkins County",24,45,601,,,
18,163,17,193,IL,"White County",23,40,607,,,
18,163,18,123,IN,"Perry County",22,35,499,,,
18,163,18,167,IN,"Vigo County",21,32,617,,,
18,163,21,047,KY,"Christian County",20,42,254,,,
18,163,32,003,NV,"Clark County",20,40,793,,,
18,163,18,057,IN,"Hamilton County",19,43,704,,,
18,163,18,157,IN,"Tippecanoe County",19,49,488,,,
18,163,21,225,KY,"Union County",19,40,317,,,
18,163,04,013,AZ,"Maricopa County",18,40,414,,,
18,163,57,005,FR,"Foreign - APO/FPO ZIPs",17,33,402,,,
18,163,21,233,KY,"Webster County",16,27,257,,,
18,163,06,073,CA,"San Diego County",15,39,335,,,
18,163,06,037,CA,"Los Angeles County",14,26,412,,,
18,163,18,019,IN,"Clark County",14,23,315,,,
18,163,18,027,IN,"Daviess County",14,19,246,,,
18,163,17,081,IL,"Jefferson County",13,20,245,,,
18,163,18,089,IN,"Lake County",13,24,264,,,
18,163,21,067,KY,"Fayette County",13,19,371,,,
18,163,06,059,CA,"Orange County",12,31,454,,,
18,163,12,011,FL,"Broward County",12,28,302,,,
18,163,12,031,FL,"Duval County",12,23,344,,,
18,163,21,145,KY,"Mccracken County",12,18,291,,,
18,163,17,043,IL,"Du Page County",11,26,582,,,
18,163,17,165,IL,"Saline County",11,19,119,,,
18,163,18,081,IN,"Johnson County",11,22,357,,,
18,163,48,201,TX,"Harris County",11,21,598,,,
18,163,12,103,FL,"Pinellas County",10,19,372,,,
18,163,17,047,IL,"Edwards County",10,18,213,,,
18,163,18,035,IN,"Delaware County",10,16,201,,,
18,163,18,043,IN,"Floyd County",10,17,200,,,
18,163,21,227,KY,"Warren County",10,14,238,,,
18,163,39,061,OH,"Hamilton County",10,19,458,,,
18,163,58,000,SS,"Other Flows - Same State",166,282,4416,,,
18,163,59,000,DS,"Other Flows - Diff State",1089,2048,38735,,,
18,163,59,001,DS,"Other Flows - Northeast",103,201,8602,,,
18,163,59,003,DS,"Other Flows - Midwest",372,696,11234,,,
18,163,59,005,DS,"Other Flows - South",489,908,15782,,,
18,163,59,007,DS,"Other Flows - West",125,243,3117,,,
18,163,57,009,FR,"Foreign - Other flows",29,42,937,,,
18,165,96,000,IN,"Vermillion Coun Tot Mig-US & For",418,875,9752,,,
18,165,97,000,IN,"Vermillion Coun Tot Mig-US",418,875,9752,,,
18,165,97,001,IN,"Vermillion Coun Tot Mig-Same St",274,559,6298,,,
18,165,97,003,IN,"Vermillion Coun Tot Mig-Diff St",144,316,3455,,,
18,165,18,165,IN,"Vermillion Coun Non-Migrants",5740,13128,184793,,,
18,165,18,167,IN,"Vigo County",107,213,2625,,,
18,165,18,121,IN,"Parke County",58,111,1071,,,
18,165,17,183,IL,"Vermilion County",37,90,848,,,
18,165,18,045,IN,"Fountain County",28,66,727,,,
18,165,18,097,IN,"Marion County",15,25,279,,,
18,165,18,021,IN,"Clay County",12,25,280,,,
18,165,58,000,SS,"Other Flows - Same State",54,119,1317,,,
18,165,59,000,DS,"Other Flows - Diff State",107,226,2607,,,
18,167,96,000,IN,"Vigo County Tot Mig-US & For",2240,4218,55073,,,
18,167,97,000,IN,"Vigo County Tot Mig-US",2129,4094,54739,,,
18,167,97,001,IN,"Vigo County Tot Mig-Same St",1148,2044,24945,,,
18,167,97,003,IN,"Vigo County Tot Mig-Diff St",981,2050,29794,,,
18,167,98,000,IN,"Vigo County Tot Mig-Foreign",111,124,334,,,
18,167,18,167,IN,"Vigo County Non-Migrants",34721,75984,1238873,,,
18,167,18,021,IN,"Clay County",197,373,4184,,,
18,167,18,097,IN,"Marion County",118,211,2496,,,
18,167,18,165,IN,"Vermillion County",117,226,2292,,,
18,167,18,153,IN,"Sullivan County",102,201,2373,,,
18,167,18,121,IN,"Parke County",83,146,1924,,,
18,167,17,023,IL,"Clark County",52,108,1289,,,
18,167,18,055,IN,"Greene County",31,52,686,,,
18,167,18,089,IN,"Lake County",30,43,408,,,
18,167,18,105,IN,"Monroe County",30,55,600,,,
18,167,17,045,IL,"Edgar County",29,50,467,,,
18,167,18,083,IN,"Knox County",25,40,328,,,
18,167,18,063,IN,"Hendricks County",24,36,480,,,
18,167,18,133,IN,"Putnam County",22,43,630,,,
18,167,18,163,IN,"Vanderburgh County",22,35,418,,,
18,167,17,031,IL,"Cook County",21,39,810,,,
18,167,18,157,IN,"Tippecanoe County",21,36,944,,,
18,167,18,051,IN,"Gibson County",17,36,501,,,
18,167,04,013,AZ,"Maricopa County",16,29,519,,,
18,167,18,057,IN,"Hamilton County",16,35,488,,,
18,167,18,035,IN,"Delaware County",15,29,396,,,
18,167,18,119,IN,"Owen County",15,27,203,,,
18,167,18,003,IN,"Allen County",14,25,356,,,
18,167,18,141,IN,"St Joseph County",13,23,347,,,
18,167,18,173,IN,"Warrick County",13,22,321,,,
18,167,18,093,IN,"Lawrence County",12,20,191,,,
18,167,18,095,IN,"Madison County",12,24,287,,,
18,167,06,073,CA,"San Diego County",10,23,189,,,
18,167,17,033,IL,"Crawford County",10,17,244,,,
18,167,18,081,IN,"Johnson County",10,20,323,,,
18,167,18,109,IN,"Morgan County",10,20,170,,,
18,167,58,000,SS,"Other Flows - Same State",179,266,3597,,,
18,167,59,000,DS,"Other Flows - Diff State",843,1784,26277,,,
18,167,59,001,DS,"Other Flows - Northeast",80,166,3418,,,
18,167,59,003,DS,"Other Flows - Midwest",297,610,9779,,,
18,167,59,005,DS,"Other Flows - South",365,791,10049,,,
18,167,59,007,DS,"Other Flows - West",101,217,3030,,,
18,167,57,009,FR,"Foreign - Other flows",111,124,334,,,
18,169,96,000,IN,"Wabash County Tot Mig-US & For",602,1245,15098,,,
18,169,97,000,IN,"Wabash County Tot Mig-US",590,1231,15055,,,
18,169,97,001,IN,"Wabash County Tot Mig-Same St",413,829,10291,,,
18,169,97,003,IN,"Wabash County Tot Mig-Diff St",177,402,4764,,,
18,169,98,000,IN,"Wabash County Tot Mig-Foreign",12,14,43,,,
18,169,18,169,IN,"Wabash County Non-Migrants",11987,27691,414436,,,
18,169,18,103,IN,"Miami County",56,118,1336,,,
18,169,18,053,IN,"Grant County",53,111,1454,,,
18,169,18,085,IN,"Kosciusko County",52,93,1110,,,
18,169,18,069,IN,"Huntington County",50,107,1103,,,
18,169,18,003,IN,"Allen County",36,65,899,,,
18,169,18,049,IN,"Fulton County",19,30,404,,,
18,169,18,183,IN,"Whitley County",17,36,257,,,
18,169,18,097,IN,"Marion County",13,22,324,,,
18,169,18,039,IN,"Elkhart County",10,17,172,,,
18,169,58,000,SS,"Other Flows - Same State",107,230,3231,,,
18,169,59,000,DS,"Other Flows - Diff State",177,402,4764,,,
18,169,57,009,FR,"Foreign - Other flows",12,14,43,,,
18,171,96,000,IN,"Warren County Tot Mig-US & For",202,420,5506,,,
18,171,97,000,IN,"Warren County Tot Mig-US",202,420,5506,,,
18,171,97,001,IN,"Warren County Tot Mig-Same St",132,268,3279,,,
18,171,97,003,IN,"Warren County Tot Mig-Diff St",70,152,2226,,,
18,171,98,000,IN,"Warren County Tot Mig-Foreign",d,d,d,d,d,d
18,171,18,171,IN,"Warren County Non-Migrants",2562,6091,85971,,,
18,171,18,045,IN,"Fountain County",46,99,1061,,,
18,171,18,157,IN,"Tippecanoe County",37,64,956,,,
18,171,17,183,IL,"Vermilion County",24,41,796,,,
18,171,18,007,IN,"Benton County",12,24,244,,,
18,171,58,000,SS,"Other Flows - Same State",37,81,1019,,,
18,171,59,000,DS,"Other Flows - Diff State",46,111,1431,,,
18,173,96,000,IN,"Warrick County Tot Mig-US & For",1483,3342,57799,,,
18,173,97,000,IN,"Warrick County Tot Mig-US",1483,3342,57799,,,
18,173,97,001,IN,"Warrick County Tot Mig-Same St",1054,2312,37920,,,
18,173,97,003,IN,"Warrick County Tot Mig-Diff St",429,1030,19879,,,
18,173,18,173,IN,"Warrick County Non-Migrants",16261,40074,722032,,,
18,173,18,163,IN,"Vanderburgh County",785,1695,29939,,,
18,173,18,147,IN,"Spencer County",57,137,1163,,,
18,173,18,129,IN,"Posey County",31,65,818,,,
18,173,18,051,IN,"Gibson County",28,64,607,,,
18,173,21,101,KY,"Henderson County",22,45,603,,,
18,173,18,097,IN,"Marion County",21,50,1185,,,
18,173,21,059,KY,"Daviess County",18,44,709,,,
18,173,18,037,IN,"Dubois County",16,33,531,,,
18,173,21,111,KY,"Jefferson County",14,30,750,,,
18,173,18,123,IN,"Perry County",12,19,204,,,
18,173,18,125,IN,"Pike County",12,34,325,,,
18,173,29,189,MO,"St Louis County",11,30,566,,,
18,173,58,000,SS,"Other Flows - Same State",92,215,3147,,,
18,173,59,000,DS,"Other Flows - Diff State",364,881,17251,,,
18,173,59,001,DS,"Other Flows - Northeast",32,94,3331,,,
18,173,59,003,DS,"Other Flows - Midwest",133,314,6118,,,
18,173,59,005,DS,"Other Flows - South",158,370,6132,,,
18,173,59,007,DS,"Other Flows - West",41,103,1672,,,
18,175,96,000,IN,"Washington Coun Tot Mig-US & For",571,1261,13510,,,
18,175,97,000,IN,"Washington Coun Tot Mig-US",571,1261,13510,,,
18,175,97,001,IN,"Washington Coun Tot Mig-Same St",382,837,9009,,,
18,175,97,003,IN,"Washington Coun Tot Mig-Diff St",189,424,4501,,,
18,175,18,175,IN,"Washington Coun Non-Migrants",8147,19093,229101,,,
18,175,18,019,IN,"Clark County",110,221,2649,,,
18,175,18,043,IN,"Floyd County",66,154,1696,,,
18,175,21,111,KY,"Jefferson County",48,111,1434,,,
18,175,18,061,IN,"Harrison County",34,72,708,,,
18,175,18,143,IN,"Scott County",34,77,765,,,
18,175,18,025,IN,"Crawford County",23,52,541,,,
18,175,18,071,IN,"Jackson County",22,60,410,,,
18,175,18,117,IN,"Orange County",18,36,331,,,
18,175,18,093,IN,"Lawrence County",11,23,155,,,
18,175,58,000,SS,"Other Flows - Same State",64,142,1754,,,
18,175,59,000,DS,"Other Flows - Diff State",141,313,3067,,,
18,177,96,000,IN,"Wayne County Tot Mig-US & For",1210,2436,31556,,,
18,177,97,000,IN,"Wayne County Tot Mig-US",1184,2389,31193,,,
18,177,97,001,IN,"Wayne County Tot Mig-Same St",506,966,12660,,,
18,177,97,003,IN,"Wayne County Tot Mig-Diff St",678,1423,18533,,,
18,177,98,000,IN,"Wayne County Tot Mig-Foreign",26,47,363,,,
18,177,18,177,IN,"Wayne County Non-Migrants",24573,54489,801087,,,
18,177,39,135,OH,"Preble County",80,147,1916,,,
18,177,18,065,IN,"Henry County",70,167,2005,,,
18,177,18,135,IN,"Randolph County",63,127,1241,,,
18,177,18,041,IN,"Fayette County",61,125,1387,,,
18,177,18,097,IN,"Marion County",60,95,1611,,,
18,177,18,161,IN,"Union County",37,68,860,,,
18,177,39,113,OH,"Montgomery County",24,50,649,,,
18,177,18,035,IN,"Delaware County",23,39,637,,,
18,177,39,037,OH,"Darke County",20,44,385,,,
18,177,18,003,IN,"Allen County",16,26,493,,,
18,177,18,047,IN,"Franklin County",14,24,289,,,
18,177,39,017,OH,"Butler County",14,20,321,,,
18,177,57,005,FR,"Foreign - APO/FPO ZIPs",14,30,255,,,
18,177,39,049,OH,"Franklin County",13,29,296,,,
18,177,18,139,IN,"Rush County",12,21,246,,,
18,177,18,095,IN,"Madison County",10,15,206,,,
18,177,39,061,OH,"Hamilton County",10,20,207,,,
18,177,58,000,SS,"Other Flows - Same State",140,259,3685,,,
18,177,59,000,DS,"Other Flows - Diff State",517,1113,14760,,,
18,177,59,001,DS,"Other Flows - Northeast",48,141,1488,,,
18,177,59,003,DS,"Other Flows - Midwest",139,294,4441,,,
18,177,59,005,DS,"Other Flows - South",252,513,6615,,,
18,177,59,007,DS,"Other Flows - West",78,165,2216,,,
18,177,57,009,FR,"Foreign - Other flows",12,17,108,,,
18,179,96,000,IN,"Wells County Tot Mig-US & For",567,1204,16200,,,
18,179,97,000,IN,"Wells County Tot Mig-US",567,1204,16200,,,
18,179,97,001,IN,"Wells County Tot Mig-Same St",441,896,12812,,,
18,179,97,003,IN,"Wells County Tot Mig-Diff St",126,308,3388,,,
18,179,18,179,IN,"Wells County Non-Migrants",8583,20722,326911,,,
18,179,18,003,IN,"Allen County",161,346,5522,,,
18,179,18,001,IN,"Adams County",60,130,1785,,,
18,179,18,069,IN,"Huntington County",57,117,1413,,,
18,179,18,009,IN,"Blackford County",39,70,933,,,
18,179,18,053,IN,"Grant County",14,28,332,,,
18,179,18,075,IN,"Jay County",14,32,306,,,
18,179,18,035,IN,"Delaware County",10,14,166,,,
18,179,58,000,SS,"Other Flows - Same State",86,159,2355,,,
18,179,59,000,DS,"Other Flows - Diff State",126,308,3388,,,
18,181,96,000,IN,"White County Tot Mig-US & For",818,1744,21361,,,
18,181,97,000,IN,"White County Tot Mig-US",818,1744,21361,,,
18,181,97,001,IN,"White County Tot Mig-Same St",595,1252,15817,,,
18,181,97,003,IN,"White County Tot Mig-Diff St",223,492,5544,,,
18,181,18,181,IN,"White County Non-Migrants",8683,19802,289759,,,
18,181,18,157,IN,"Tippecanoe County",181,362,4882,,,
18,181,18,015,IN,"Carroll County",74,169,1835,,,
18,181,18,073,IN,"Jasper County",60,134,1299,,,
18,181,18,017,IN,"Cass County",42,92,952,,,
18,181,18,089,IN,"Lake County",39,74,1143,,,
18,181,17,031,IL,"Cook County",35,88,1077,,,
18,181,18,131,IN,"Pulaski County",31,73,707,,,
18,181,18,097,IN,"Marion County",21,48,646,,,
18,181,18,067,IN,"Howard County",14,26,481,,,
18,181,18,023,IN,"Clinton County",12,25,402,,,
18,181,17,043,IL,"Du Page County",10,24,276,,,
18,181,58,000,SS,"Other Flows - Same State",121,249,3470,,,
18,181,59,000,DS,"Other Flows - Diff State",178,380,4191,,,
18,181,59,001,DS,"Other Flows - Northeast",13,30,373,,,
18,181,59,003,DS,"Other Flows - Midwest",69,131,1892,,,
18,181,59,005,DS,"Other Flows - South",63,156,1324,,,
18,181,59,007,DS,"Other Flows - West",33,63,601,,,
18,183,96,000,IN,"Whitley County Tot Mig-US & For",703,1500,23626,,,
18,183,97,000,IN,"Whitley County Tot Mig-US",703,1500,23626,,,
18,183,97,001,IN,"Whitley County Tot Mig-Same St",545,1122,18883,,,
18,183,97,003,IN,"Whitley County Tot Mig-Diff St",158,378,4742,,,
18,183,18,183,IN,"Whitley County Non-Migrants",10702,25437,409275,,,
18,183,18,003,IN,"Allen County",249,536,9918,,,
18,183,18,113,IN,"Noble County",86,169,2043,,,
18,183,18,085,IN,"Kosciusko County",73,145,2462,,,
18,183,18,069,IN,"Huntington County",32,63,1073,,,
18,183,18,169,IN,"Wabash County",16,27,343,,,
18,183,18,033,IN,"De Kalb County",10,21,246,,,
18,183,58,000,SS,"Other Flows - Same State",79,161,2798,,,
18,183,59,000,DS,"Other Flows - Diff State",158,378,4742,,,
18,183,59,001,DS,"Other Flows - Northeast",10,22,230,,,
18,183,59,003,DS,"Other Flows - Midwest",74,181,2830,,,
18,183,59,005,DS,"Other Flows - South",46,118,1133,,,
18,183,59,007,DS,"Other Flows - West",28,57,549,,,
